y_obs,p_mean,month,grade
0,0.00875,33,B
0,0.0025,1,B
0,0.0025,10,B
0,0.01,29,A
0,0.00625,11,A
0,0.01125,10,C
0,0.01625,2,D
0,0.00125,15,B
0,0.00875,6,C
0,0.0075,12,B
0,0.01,29,A
0,0.0025,29,A
0,0.00875,13,C
0,0.00875,26,B
0,0.02875,26,G
0,0.01,12,B
0,0.02625,8,D
0,0.01625,6,E
0,0.005,5,B
0,0.04375,11,E
0,0.0025,29,A
0,0.035,17,E
0,0.00625,3,C
0,0.0225,6,D
0,0.005,9,B
0,0.0125,2,B
0,0.02375,2,F
0,0.00625,9,B
0,0.01375,9,C
0,0.01,15,C
0,0.0025,11,A
0,0.02125,2,D
0,0.01625,3,D
0,0.0025,14,A
0,0.01,15,C
0,0.00875,35,C
0,0.00875,1,C
0,0.00125,4,A
0,0.015,31,C
0,0.01125,18,B
0,0.0,35,A
0,0.0125,22,B
0,0.01375,9,C
0,0.01625,17,C
0,0.00625,18,A
0,0.015,32,B
0,0.0225,13,D
0,0.01,26,B
0,0.015,17,D
0,0.005,14,B
0,0.01625,17,D
1,0.01125,32,B
0,0.0125,9,B
0,0.03875,16,E
0,0.0,5,B
0,0.00375,33,B
0,0.005,9,A
0,0.01375,33,D
0,0.01875,18,C
0,0.01625,30,C
0,0.0,1,A
0,0.015,12,D
0,0.01875,20,C
0,0.01625,19,C
0,0.0075,22,A
0,0.01125,26,C
0,0.00625,16,A
0,0.02875,36,B
0,0.0025,12,B
0,0.0075,15,B
0,0.00125,15,A
0,0.025,27,C
0,0.0275,12,E
0,0.005,17,B
0,0.01375,1,C
0,0.01625,6,B
0,0.005,22,A
0,0.0175,17,C
0,0.02375,28,D
0,0.0075,24,C
0,0.0025,1,B
0,0.00375,1,C
0,0.01375,5,D
0,0.0075,28,B
0,0.00375,28,E
0,0.00125,12,A
0,0.03625,16,D
0,0.0075,14,D
0,0.01125,24,D
0,0.025,9,C
0,0.02,3,E
0,0.0025,24,B
0,0.00875,8,B
0,0.0225,10,F
0,0.035,16,D
0,0.00125,26,A
0,0.00375,24,B
0,0.00125,15,B
0,0.00875,22,B
0,0.00625,5,B
0,0.00125,2,B
0,0.0025,10,A
0,0.005,25,B
0,0.0225,9,B
0,0.0025,31,B
0,0.01625,16,C
0,0.01375,20,B
0,0.005,14,A
0,0.0075,3,B
0,0.00125,4,B
0,0.00625,6,A
0,0.0175,20,C
0,0.01,2,C
0,0.0125,2,C
0,0.01375,29,C
0,0.0075,24,C
0,0.025,11,C
0,0.00875,13,B
0,0.01375,26,C
0,0.0175,27,C
0,0.0375,13,E
0,0.04875,11,F
0,0.00375,28,A
0,0.04875,13,G
0,0.00625,15,B
0,0.04,27,D
0,0.00625,7,B
0,0.0075,6,A
0,0.0175,2,D
0,0.02125,8,D
0,0.02,13,C
0,0.0075,30,B
0,0.0125,22,B
0,0.0275,25,E
0,0.00625,4,C
0,0.0075,16,C
0,0.00375,10,A
0,0.00125,4,A
0,0.0025,35,A
0,0.025,19,C
0,0.0,1,A
0,0.025,32,C
0,0.01,22,B
0,0.0075,9,B
0,0.0025,14,B
0,0.0,26,A
0,0.01,29,B
0,0.01,21,B
0,0.00875,5,C
0,0.00375,3,B
0,0.0075,27,A
0,0.02125,14,C
0,0.0,2,A
0,0.01375,8,C
0,0.0175,2,E
0,0.01,3,C
0,0.01,8,C
0,0.02125,15,F
0,0.00625,4,B
0,0.0125,15,D
0,0.01125,2,E
0,0.0,26,A
0,0.0125,11,B
0,0.0175,12,E
0,0.0025,12,B
0,0.005,5,B
0,0.00625,2,C
0,0.03625,13,E
0,0.05,9,F
0,0.00625,21,B
0,0.02375,20,E
0,0.0325,9,C
0,0.00875,2,C
0,0.005,21,A
0,0.015,29,B
0,0.0175,20,C
0,0.01,1,D
0,0.0175,10,C
0,0.00625,10,B
0,0.02125,21,D
0,0.0125,32,B
0,0.00875,18,B
0,0.00375,15,B
0,0.015,15,D
0,0.015,12,D
0,0.005,21,A
0,0.01,20,B
0,0.05375,9,F
0,0.0425,36,B
0,0.0175,9,B
0,0.02625,22,E
0,0.015,20,C
0,0.02125,20,D
0,0.015,8,C
0,0.02,20,C
0,0.01875,2,C
0,0.01375,11,B
0,0.0075,7,B
0,0.01,24,E
0,0.00625,3,B
0,0.01875,32,C
0,0.02125,2,E
0,0.00625,15,C
0,0.005,3,A
0,0.01125,7,C
0,0.00875,22,B
0,0.005,3,B
0,0.02125,32,D
0,0.01375,9,C
0,0.00875,30,B
0,0.00625,6,B
0,0.01625,3,D
0,0.03375,7,F
0,0.01125,15,D
0,0.01875,8,B
0,0.00625,28,B
0,0.00875,30,C
0,0.02125,25,D
0,0.01,15,C
0,0.03,19,D
0,0.01,11,C
0,0.0075,1,C
0,0.0175,13,D
0,0.00625,26,C
0,0.01625,30,B
0,0.01,5,B
0,0.00625,8,A
0,0.00375,10,B
0,0.015,13,C
0,0.00125,4,B
0,0.01875,8,C
0,0.01375,6,C
0,0.0125,22,B
0,0.0175,5,G
0,0.02,30,E
0,0.0025,23,A
0,0.00625,13,A
0,0.0025,2,B
0,0.01625,17,C
0,0.01,33,C
0,0.0025,2,B
0,0.02125,7,D
0,0.00375,35,B
0,0.01875,21,D
0,0.01,3,F
0,0.01375,14,E
0,0.0125,25,C
0,0.01125,5,C
0,0.01375,22,B
0,0.02375,9,D
0,0.00125,25,A
0,0.01875,4,G
0,0.0075,7,B
0,0.01125,6,C
0,0.00375,7,B
0,0.00125,5,B
0,0.005,24,C
0,0.01375,34,C
0,0.01125,8,B
0,0.00375,1,A
0,0.00625,29,A
0,0.0125,6,C
0,0.00625,1,F
0,0.005,13,B
0,0.0275,20,D
0,0.01625,7,C
0,0.01875,25,C
0,0.0225,11,C
0,0.005,31,A
0,0.005,13,C
0,0.04,11,E
0,0.0125,1,F
0,0.0075,28,C
0,0.0,3,A
0,0.02,19,D
0,0.02,27,C
0,0.01,19,B
0,0.0425,20,D
0,0.0075,21,A
0,0.00375,26,B
0,0.035,19,E
0,0.0075,5,C
0,0.01,17,C
0,0.0025,4,A
0,0.005,28,B
0,0.00375,10,A
0,0.0175,4,D
0,0.00625,6,B
0,0.00875,23,B
0,0.01,23,C
0,0.00375,8,A
0,0.00625,10,A
0,0.00625,29,A
0,0.025,16,D
0,0.01875,29,B
0,0.01125,16,B
0,0.005,6,B
0,0.025,19,C
0,0.005,10,A
0,0.03125,8,E
0,0.0075,3,D
0,0.0025,3,B
0,0.02875,8,D
0,0.00875,26,B
0,0.01125,2,C
0,0.0025,29,A
0,0.00625,4,B
0,0.0,28,B
0,0.01375,17,B
0,0.005,10,B
0,0.0075,2,B
0,0.015,12,D
0,0.005,26,A
0,0.0075,4,D
0,0.00125,1,B
0,0.01,13,D
0,0.0025,12,B
0,0.0075,12,B
0,0.01875,16,C
0,0.01375,8,D
0,0.00375,29,A
0,0.0025,17,A
0,0.0025,9,A
0,0.02,33,D
0,0.015,35,F
0,0.02125,22,C
0,0.0175,22,C
0,0.005,35,C
0,0.0225,27,C
0,0.01375,6,C
0,0.01125,21,C
0,0.01,5,B
0,0.02,8,C
0,0.01625,16,B
0,0.00375,31,A
0,0.015,15,C
0,0.00125,14,A
0,0.0025,12,A
0,0.0175,23,E
0,0.0125,19,B
0,0.0125,31,D
0,0.00375,21,A
0,0.02375,22,C
0,0.015,3,D
0,0.00125,5,A
0,0.00375,7,B
0,0.0675,36,C
0,0.005,10,B
0,0.0125,15,E
0,0.0,35,A
0,0.02875,22,D
0,0.01,17,D
0,0.03,25,E
0,0.0125,3,E
0,0.02,6,C
0,0.025,10,E
0,0.005,5,B
0,0.03,26,E
0,0.01375,7,C
0,0.02625,11,C
0,0.02,6,D
0,0.01875,12,C
0,0.0025,6,A
0,0.0075,20,A
0,0.0125,10,C
0,0.0075,14,B
0,0.0225,13,C
0,0.00125,1,B
0,0.03625,6,F
0,0.01875,11,D
0,0.005,33,B
0,0.03625,9,D
0,0.0175,11,B
0,0.0075,10,B
0,0.01125,23,D
0,0.00125,17,B
0,0.01875,9,B
0,0.005,4,B
0,0.01125,21,C
0,0.02375,22,C
0,0.00875,4,C
0,0.0125,35,D
0,0.0075,4,C
0,0.02,27,C
0,0.015,33,E
0,0.00375,12,A
0,0.00625,3,B
0,0.015,16,B
0,0.01,4,D
0,0.015,9,C
0,0.0225,9,C
0,0.00125,5,A
0,0.02125,34,C
0,0.005,26,B
0,0.0125,11,C
0,0.025,5,E
0,0.005,19,A
0,0.0,26,A
0,0.03125,9,D
0,0.00625,3,B
0,0.00125,5,A
0,0.01125,22,B
0,0.015,9,B
0,0.01,24,C
0,0.025,29,D
0,0.01375,25,C
0,0.0025,4,A
0,0.01625,22,C
0,0.0075,8,B
0,0.005,24,B
0,0.01125,24,D
0,0.0125,22,B
0,0.0075,4,C
0,0.00125,10,A
0,0.0125,19,B
0,0.01875,9,C
0,0.015,22,B
0,0.0225,12,F
0,0.0125,5,C
0,0.02125,13,C
0,0.01375,17,C
0,0.00625,6,A
0,0.005,23,B
0,0.00875,14,C
0,0.00625,12,A
0,0.01,18,B
0,0.0125,21,D
0,0.01,11,B
0,0.00375,8,A
0,0.015,26,C
0,0.00875,7,B
0,0.0125,25,C
0,0.03,16,C
0,0.0075,25,C
0,0.005,10,C
0,0.0025,17,A
0,0.0075,31,C
0,0.015,18,D
0,0.0025,23,A
0,0.00375,16,A
0,0.02375,18,C
0,0.01,10,C
0,0.0075,20,A
0,0.01375,6,C
0,0.00625,10,B
0,0.00375,24,A
0,0.00625,12,A
0,0.0075,13,C
0,0.0225,19,D
0,0.00375,22,A
0,0.00875,27,A
0,0.0025,12,A
0,0.02375,13,C
0,0.01375,13,B
0,0.00375,4,B
0,0.005,5,C
0,0.00125,12,B
0,0.00375,29,B
1,0.01625,22,B
0,0.02125,33,D
0,0.0175,27,B
0,0.0025,7,A
0,0.01625,26,C
0,0.0075,3,C
0,0.0025,19,B
0,0.01375,9,B
0,0.01625,14,E
0,0.0075,23,B
0,0.04875,20,E
0,0.0125,20,C
0,0.015,9,B
0,0.015,19,B
0,0.01,20,B
0,0.01625,7,E
0,0.00625,15,C
0,0.025,2,D
0,0.0175,3,D
0,0.00625,4,C
0,0.0075,13,C
0,0.02,33,D
0,0.0125,20,B
0,0.0125,12,B
0,0.005,21,A
0,0.02625,14,D
0,0.01625,19,C
0,0.0225,23,D
0,0.03,27,D
0,0.015,14,D
0,0.01125,5,E
0,0.0025,22,A
0,0.0125,21,C
0,0.0075,23,B
0,0.01125,3,D
0,0.0075,18,B
0,0.01125,15,C
0,0.01875,16,B
0,0.0075,16,A
0,0.015,7,C
0,0.0225,29,C
0,0.02,9,C
0,0.0075,11,A
0,0.0,26,A
0,0.005,32,B
0,0.02125,20,D
0,0.0175,34,C
0,0.00875,14,B
0,0.01,4,D
0,0.0025,15,C
0,0.02375,29,C
0,0.02375,11,E
0,0.02625,8,B
0,0.02,2,D
0,0.01875,9,C
0,0.015,7,D
0,0.005,1,E
0,0.0225,24,E
0,0.01375,34,B
0,0.01,25,D
0,0.00875,1,D
0,0.0025,21,A
0,0.04375,18,D
0,0.01625,6,C
0,0.00375,1,C
0,0.0075,23,B
0,0.02,24,D
0,0.01125,6,C
0,0.0075,19,B
0,0.01625,16,B
0,0.015,24,F
0,0.0075,5,D
0,0.01125,2,C
0,0.005,6,A
0,0.00625,7,B
0,0.01625,11,C
0,0.00625,1,C
0,0.0075,3,B
0,0.01,21,C
0,0.02375,34,C
0,0.00625,12,C
0,0.00875,5,B
0,0.01,33,D
0,0.00125,17,A
0,0.00125,31,A
0,0.0075,27,A
0,0.0125,3,C
0,0.02,13,D
0,0.0075,6,B
0,0.01375,21,C
0,0.0,2,A
0,0.00375,5,A
0,0.00125,3,A
0,0.005,4,E
0,0.01125,17,C
0,0.01,2,B
0,0.005,6,A
0,0.0275,22,C
0,0.015,9,C
0,0.01625,9,D
0,0.035,18,C
0,0.0025,1,C
0,0.00125,8,A
0,0.01625,21,C
0,0.00625,1,B
0,0.00375,7,A
0,0.00875,12,B
0,0.02625,16,C
0,0.00125,12,A
0,0.00375,8,A
0,0.00375,28,B
0,0.04125,8,E
0,0.00875,18,B
0,0.00375,3,C
0,0.0175,7,D
0,0.01125,20,C
0,0.0025,5,B
0,0.02875,8,D
0,0.01625,2,C
0,0.01875,7,D
0,0.0125,15,D
0,0.01125,5,C
0,0.0075,9,B
0,0.0125,7,C
0,0.015,17,C
0,0.00375,14,A
1,0.00875,24,C
0,0.0225,8,C
0,0.005,20,A
0,0.00375,18,A
0,0.04,8,E
0,0.01,14,B
0,0.0225,9,D
0,0.00875,8,A
0,0.00875,19,B
0,0.01125,19,C
0,0.01875,15,G
0,0.0175,24,E
0,0.005,7,A
0,0.01375,15,E
0,0.0075,7,B
0,0.015,9,C
0,0.0025,31,A
0,0.02375,6,E
0,0.01,24,C
0,0.025,6,E
0,0.0125,7,C
0,0.02375,11,D
0,0.00625,3,B
0,0.005,8,B
0,0.00875,10,C
0,0.01125,13,C
0,0.00125,13,A
0,0.0075,29,B
0,0.0075,21,C
0,0.01,18,B
0,0.03875,32,C
0,0.00125,3,B
0,0.00625,7,B
0,0.015,14,C
0,0.00875,24,B
0,0.0225,18,D
0,0.01,18,B
0,0.00625,3,C
0,0.0075,14,C
1,0.01875,17,E
0,0.0375,17,D
0,0.0075,10,B
0,0.025,8,F
0,0.00875,16,B
0,0.01,17,B
0,0.00625,5,D
0,0.00375,3,B
0,0.00375,15,B
0,0.0275,16,C
0,0.005,21,A
0,0.01625,8,C
0,0.00625,4,B
0,0.00625,9,B
0,0.02125,29,B
0,0.005,26,C
0,0.0025,4,B
0,0.015,2,D
0,0.01,17,B
0,0.025,9,D
0,0.02375,14,F
0,0.0,28,A
0,0.00125,3,A
0,0.01375,8,B
0,0.0325,27,C
0,0.01875,16,B
0,0.01875,20,C
0,0.0175,22,C
0,0.015,16,C
0,0.0125,6,B
0,0.0375,36,B
0,0.005,23,B
0,0.0025,7,B
0,0.00125,31,A
0,0.00375,11,A
0,0.03125,7,D
0,0.01,6,B
0,0.0,4,A
0,0.02,14,E
0,0.0075,19,A
0,0.01125,17,B
0,0.0125,20,B
0,0.00375,1,C
0,0.0175,8,D
0,0.0025,19,A
0,0.00125,1,B
0,0.0225,7,E
0,0.02625,16,C
0,0.00875,27,A
0,0.00625,2,B
0,0.01,9,B
0,0.0075,11,B
0,0.01,10,C
0,0.02,17,C
0,0.0125,3,C
0,0.0,25,A
0,0.00875,33,C
0,0.0075,24,C
0,0.01,14,C
0,0.00375,12,B
0,0.00375,10,B
0,0.02125,8,C
0,0.03,36,B
0,0.0,6,A
0,0.0175,19,C
0,0.0325,7,E
0,0.0025,33,B
0,0.025,30,D
0,0.02875,14,E
0,0.0075,19,B
0,0.005,3,C
0,0.00375,8,A
0,0.0025,17,B
0,0.00375,4,B
0,0.0075,2,B
0,0.0175,3,E
0,0.0125,30,C
0,0.025,13,C
0,0.00125,8,A
0,0.0025,22,A
0,0.00625,14,A
0,0.00625,5,B
0,0.00625,23,C
0,0.00625,12,A
0,0.0275,8,C
0,0.00375,3,C
0,0.00625,14,B
0,0.00375,4,B
0,0.0,33,A
0,0.00375,3,B
0,0.01125,34,B
0,0.01625,29,B
0,0.0025,30,A
0,0.01125,34,B
0,0.01,5,C
0,0.0075,18,A
0,0.01125,8,C
0,0.0075,3,C
0,0.0025,10,A
0,0.00875,4,E
0,0.00625,11,A
0,0.0075,35,C
0,0.00375,2,B
0,0.02,10,D
0,0.02125,8,C
0,0.0075,11,A
0,0.0175,6,C
0,0.01125,7,B
0,0.00625,1,D
0,0.0075,12,B
0,0.0025,4,A
0,0.005,12,A
0,0.00375,28,C
0,0.00875,26,B
0,0.01125,17,B
0,0.00875,13,A
0,0.0175,33,D
0,0.00125,33,A
0,0.01375,29,C
0,0.01,8,B
0,0.00125,15,A
0,0.03375,27,D
0,0.01,11,C
0,0.0125,33,C
0,0.0075,6,B
0,0.015,6,D
0,0.01875,9,C
0,0.005,21,A
0,0.04125,20,D
0,0.01625,5,D
0,0.01,22,B
0,0.0025,10,A
0,0.005,27,A
0,0.00625,35,B
0,0.0025,12,B
0,0.02375,17,E
0,0.02125,17,D
0,0.00375,3,A
0,0.01375,24,E
0,0.0,15,B
0,0.01875,27,D
0,0.005,10,B
0,0.00625,1,D
0,0.0,5,A
0,0.00625,5,B
0,0.00625,7,B
0,0.015,7,E
0,0.00125,5,A
0,0.06125,27,F
0,0.0025,28,B
0,0.015,15,D
0,0.0275,9,C
0,0.00125,1,A
0,0.00875,13,B
0,0.00625,35,B
0,0.005,7,A
0,0.0125,23,C
0,0.00125,28,A
0,0.005,5,B
0,0.02375,20,C
0,0.0275,9,D
0,0.0,1,A
0,0.01375,10,D
0,0.01375,5,C
0,0.01,31,B
0,0.01,34,B
0,0.0125,15,C
0,0.01875,13,C
0,0.00875,26,B
0,0.0125,16,B
0,0.01875,34,C
0,0.0075,2,B
0,0.0125,29,B
0,0.00875,15,C
0,0.00125,12,A
0,0.0075,15,D
0,0.0,6,A
0,0.01875,21,D
0,0.0,22,A
0,0.025,28,F
0,0.035,22,D
0,0.00375,20,A
0,0.0025,24,A
0,0.0325,17,E
0,0.02375,34,C
0,0.01,30,B
0,0.0375,11,E
0,0.00375,28,A
0,0.00625,12,B
0,0.0025,11,A
0,0.01,7,C
0,0.02375,27,C
0,0.01125,23,C
0,0.01,5,B
0,0.0125,34,B
0,0.005,6,C
0,0.01375,20,C
0,0.02,7,E
0,0.0325,21,D
0,0.00875,3,C
0,0.02,26,E
0,0.015,5,E
0,0.01125,23,C
0,0.01875,21,C
0,0.02625,11,D
0,0.0275,16,C
0,0.01125,9,B
0,0.00375,6,B
0,0.00125,3,B
0,0.0275,8,D
0,0.015,13,C
0,0.005,6,A
0,0.0,28,A
0,0.01,10,C
0,0.01375,6,B
0,0.01125,13,B
0,0.00875,1,C
0,0.0225,25,C
0,0.005,13,B
0,0.00375,4,B
0,0.01125,8,B
0,0.0125,10,C
0,0.0125,12,B
0,0.00875,10,C
0,0.015,31,C
0,0.00875,6,C
0,0.01125,19,B
0,0.035,11,E
0,0.00625,8,B
0,0.0375,18,E
0,0.00125,2,A
0,0.00875,9,B
0,0.015,23,D
0,0.0225,2,E
0,0.005,12,B
0,0.0225,8,E
0,0.005,1,F
0,0.01625,9,C
0,0.00625,17,A
0,0.00625,35,C
0,0.01375,11,B
0,0.0025,24,A
0,0.00125,3,B
0,0.00375,6,A
0,0.005,11,A
0,0.0,2,A
0,0.02625,11,C
0,0.005,8,A
0,0.0075,11,B
0,0.00875,28,C
0,0.00375,8,A
0,0.00375,4,B
0,0.01625,27,B
0,0.00875,23,B
0,0.0,3,A
0,0.0125,8,B
0,0.02125,17,D
0,0.01,14,C
0,0.0225,14,C
0,0.0025,3,B
0,0.00125,12,A
0,0.02625,9,E
0,0.00875,19,B
0,0.01375,2,F
0,0.0025,23,A
0,0.00625,13,B
0,0.0225,21,E
0,0.02375,14,E
0,0.01,9,B
0,0.0075,15,C
0,0.0175,14,D
0,0.00875,3,B
0,0.01625,32,B
0,0.035,16,E
0,0.0025,2,B
0,0.00875,12,C
0,0.02,16,B
0,0.0075,12,C
0,0.0175,12,D
0,0.005,5,A
0,0.0075,20,C
0,0.00375,4,C
0,0.01625,13,C
0,0.0025,18,A
0,0.04375,20,F
0,0.02875,16,D
0,0.01125,10,C
0,0.0025,15,A
0,0.00375,3,B
0,0.01,23,B
0,0.015,18,C
0,0.02,32,C
0,0.0075,9,B
0,0.00375,13,A
0,0.00875,7,C
0,0.00375,2,A
0,0.0225,29,D
0,0.005,14,B
0,0.01375,29,B
0,0.0075,4,B
0,0.00125,3,A
0,0.01125,21,C
0,0.01625,3,E
0,0.01375,33,C
0,0.00625,7,A
0,0.005,5,A
0,0.0075,5,C
0,0.02625,8,D
0,0.00375,3,B
0,0.02125,17,G
1,0.005,22,C
0,0.01875,3,G
0,0.00125,24,A
0,0.00375,11,A
0,0.0125,23,B
0,0.0175,11,C
0,0.01,2,D
0,0.02,6,C
0,0.01875,8,C
0,0.03,13,E
0,0.03,11,C
0,0.02,8,D
0,0.00875,34,A
0,0.0,26,A
0,0.00375,14,A
0,0.0175,9,B
0,0.005,17,B
0,0.00625,1,C
0,0.0075,2,B
0,0.0075,8,A
0,0.0075,25,B
0,0.0075,10,C
0,0.0025,10,A
0,0.0025,1,B
0,0.0275,25,F
0,0.03875,23,F
0,0.0,2,A
0,0.0025,1,C
0,0.02875,9,E
0,0.00125,23,A
0,0.00875,7,B
0,0.01125,4,E
0,0.005,6,D
0,0.00125,32,A
0,0.02,27,B
0,0.0025,13,A
0,0.0075,13,C
0,0.0175,29,C
0,0.005,13,B
0,0.01375,33,D
0,0.00625,1,E
0,0.0225,16,C
0,0.01375,1,C
0,0.00875,17,B
0,0.01375,3,F
0,0.0075,3,B
0,0.02125,9,D
0,0.00875,17,B
0,0.005,4,B
0,0.005,7,C
0,0.005,2,C
0,0.0075,24,D
0,0.005,5,B
0,0.01,24,D
0,0.04,27,F
0,0.00625,15,B
0,0.00125,15,A
0,0.0025,3,A
0,0.01625,17,C
0,0.02375,23,C
0,0.005,18,A
0,0.00625,26,B
0,0.00625,31,B
0,0.01125,7,C
0,0.015,10,C
0,0.0225,22,C
0,0.01,23,C
0,0.02125,20,B
0,0.01125,2,C
0,0.005,2,B
0,0.0075,1,F
0,0.0025,24,B
0,0.015,3,D
0,0.0125,13,B
0,0.00375,35,A
0,0.01625,10,D
0,0.02,13,C
0,0.00375,31,A
0,0.00625,9,B
0,0.0075,3,B
0,0.01,17,B
0,0.01,12,C
0,0.00375,19,A
0,0.0125,7,B
0,0.00375,7,B
0,0.005,1,B
0,0.0025,13,A
0,0.0025,22,A
0,0.00875,23,C
0,0.0275,16,C
0,0.10125,36,D
0,0.01,29,B
0,0.005,9,B
0,0.00625,2,C
0,0.01,14,B
0,0.01375,3,F
0,0.01125,2,D
0,0.0125,18,C
0,0.0075,1,C
0,0.01,10,C
0,0.0,28,A
0,0.0125,21,C
0,0.00875,32,B
0,0.00375,12,B
0,0.01375,10,C
0,0.07625,36,D
0,0.02625,19,D
0,0.01625,26,C
0,0.0075,6,C
0,0.00375,13,A
0,0.01375,2,E
0,0.01125,10,B
0,0.0075,2,D
0,0.00625,7,C
0,0.00375,19,B
0,0.00875,8,B
0,0.01625,10,C
0,0.035,13,E
0,0.0025,6,A
0,0.02375,25,E
0,0.00125,26,A
0,0.015,30,C
0,0.03125,16,C
0,0.02625,18,D
0,0.01375,29,C
0,0.01125,24,C
0,0.0225,9,C
0,0.0175,20,C
0,0.00375,27,A
0,0.02875,22,D
0,0.0075,35,C
0,0.05,34,E
0,0.00875,25,B
0,0.0125,9,C
0,0.01875,16,C
0,0.0275,5,F
0,0.0175,32,B
0,0.01875,9,C
0,0.0125,3,D
0,0.035,16,D
0,0.02125,8,B
0,0.02125,14,F
0,0.0175,13,B
0,0.00125,5,A
0,0.005,3,C
0,0.00375,17,B
0,0.0025,4,B
0,0.01875,18,D
0,0.005,13,A
0,0.025,9,D
0,0.015,19,C
0,0.00375,2,B
0,0.00125,17,A
0,0.00375,7,A
0,0.01375,5,C
0,0.00625,22,A
0,0.00125,15,B
0,0.00125,1,B
0,0.0075,17,B
0,0.0025,18,A
0,0.00375,4,B
0,0.0025,8,A
0,0.0125,27,B
0,0.00875,24,C
0,0.01375,19,C
0,0.02,13,D
0,0.00875,7,B
0,0.0175,20,B
0,0.0025,28,B
0,0.0025,10,A
0,0.02,20,B
0,0.01,14,D
0,0.00375,30,A
0,0.01,5,B
0,0.005,1,D
0,0.00125,30,A
0,0.0125,22,B
0,0.0075,2,C
0,0.025,8,C
0,0.01,13,B
0,0.00375,18,A
0,0.02625,31,F
0,0.015,25,D
0,0.01375,12,C
0,0.0175,11,D
0,0.01,7,C
0,0.00625,13,B
0,0.01375,35,F
0,0.0025,2,B
0,0.01125,31,B
0,0.00875,13,B
0,0.00375,31,B
0,0.00125,3,A
0,0.00625,6,A
0,0.02,16,C
0,0.01875,16,C
0,0.005,26,B
0,0.03,36,B
0,0.01375,17,C
0,0.0,2,B
0,0.01,1,D
0,0.00875,29,B
0,0.01,28,C
0,0.00375,4,B
0,0.0025,4,A
0,0.015,8,C
0,0.005,1,C
0,0.0125,9,C
0,0.00125,4,A
0,0.0075,5,B
0,0.01625,20,C
0,0.0025,28,B
0,0.01,12,D
0,0.01125,21,B
0,0.02,8,D
0,0.01625,22,C
0,0.03,7,D
0,0.03625,16,D
0,0.01875,34,C
0,0.005,1,C
0,0.0125,26,D
0,0.0,23,A
0,0.00125,6,A
0,0.0125,11,A
0,0.02875,27,D
0,0.00125,7,A
0,0.01875,9,C
0,0.02125,11,C
0,0.00125,2,B
0,0.02125,25,D
0,0.0025,5,C
0,0.0025,33,A
0,0.03,11,C
0,0.01875,32,B
0,0.01,29,B
0,0.00375,17,B
0,0.0125,28,D
0,0.02875,16,C
0,0.00625,24,C
0,0.01125,15,D
0,0.025,26,E
0,0.01625,17,F
0,0.03,8,D
0,0.00375,2,B
0,0.01125,8,C
0,0.0275,11,C
0,0.015,17,D
0,0.00125,2,A
0,0.0075,1,B
0,0.0175,21,E
0,0.015,31,C
0,0.02625,19,D
0,0.01125,15,C
0,0.02,8,D
0,0.03,8,C
0,0.00375,7,B
0,0.0225,16,C
0,0.00875,24,B
0,0.01875,7,F
0,0.01875,8,D
0,0.01875,31,C
0,0.0175,4,D
0,0.02625,18,C
0,0.01,28,D
0,0.0075,24,B
0,0.01,16,A
0,0.02875,16,C
0,0.015,20,B
0,0.05125,9,E
0,0.01625,10,C
0,0.03625,9,D
0,0.0225,10,C
0,0.01875,29,C
0,0.0075,1,D
0,0.0075,33,B
0,0.015,19,C
0,0.0025,9,A
0,0.0125,7,D
0,0.00875,3,C
0,0.0025,30,A
0,0.00625,26,C
0,0.00125,14,A
0,0.03375,7,F
0,0.0075,30,B
0,0.02375,30,C
1,0.01125,13,C
0,0.005,31,B
0,0.0325,29,C
0,0.00375,2,C
0,0.005,5,C
0,0.02125,6,F
0,0.04625,18,E
0,0.0125,6,C
1,0.01125,5,C
1,0.03125,20,D
0,0.0025,23,B
0,0.01,29,C
0,0.04,16,E
0,0.02375,9,C
0,0.0025,24,A
0,0.0175,15,E
0,0.00125,6,A
0,0.005,7,B
0,0.0275,18,E
0,0.00875,7,B
0,0.01,3,C
0,0.0225,22,D
0,0.00875,2,B
0,0.01375,11,B
0,0.0075,15,A
0,0.0025,29,A
0,0.01375,22,B
0,0.005,15,C
0,0.01125,8,B
0,0.0125,29,B
0,0.0025,22,A
0,0.02375,28,D
0,0.00625,23,B
0,0.00375,12,B
0,0.00625,35,B
0,0.02,29,C
0,0.01875,7,E
0,0.01,12,C
0,0.01375,31,B
0,0.0175,9,C
0,0.045,9,D
0,0.02125,11,C
0,0.01,17,B
0,0.0075,4,B
0,0.0,4,A
0,0.01375,17,D
0,0.01125,27,B
0,0.0025,13,A
0,0.02625,29,D
1,0.01625,34,B
0,0.00875,16,B
0,0.0175,10,B
0,0.01625,8,C
0,0.01125,4,B
0,0.00875,35,C
0,0.0125,9,C
0,0.005,21,B
0,0.00375,19,A
0,0.0225,20,C
0,0.01375,18,B
0,0.01375,30,C
0,0.00375,10,B
0,0.00125,28,A
0,0.0125,29,C
0,0.00625,1,C
0,0.00125,6,A
0,0.01,6,B
0,0.0125,5,D
0,0.00375,19,A
0,0.00125,21,A
0,0.0025,9,A
0,0.015,11,C
0,0.005,31,B
0,0.01125,22,C
0,0.0075,5,C
0,0.00125,1,C
0,0.005,22,B
0,0.01,31,C
0,0.0075,12,B
0,0.00875,12,B
0,0.0275,17,F
0,0.00875,20,B
0,0.00625,5,B
0,0.0275,21,D
